CamCarcacas2;
2026-07-03 00:00;2026-07-04 00:00;
12144 Frigorífico Thoms;
ayron.costa;
" ";CPCO 51 - Câmara de carcaças - Controle de temperatura 1;CPCO 51 - Câmara de carcaças - Controle de temperatura 1;CPCO 51 - Câmara de carcaças - Controle de temperatura 1;CPCO 51 - Câmara de carcaças - Controle de temperatura 1;CPCO 51 - Câmara de carcaças - Controle de temperatura 1;CPCO 51 - Câmara de carcaças - Controle de temperatura 1;CPCO 52 - Câmara de carcaças - Controle de temperatura 2;CPCO 52 - Câmara de carcaças - Controle de temperatura 2;CPCO 53 - Balança;CPCO 51 - Câmara de carcaças - Controle de temperatura 1;CPCO 51 - Câmara de carcaças - Controle de temperatura 1;CPCO 51 - Câmara de carcaças - Controle de temperatura 1;CPCO 51 - Câmara de carcaças - Controle de temperatura 1;CPCO 54 - Câmara de carcaças - Controle de temperatura 3;
" ";Carregamento;Resfriamento;Saida Y1 - Ventiladores EC;Temp entrada glicol;Temp ref;Temp retorno ar;Temperatuda espeto;Umidade relativa da camara;Peso atual;DT Atual;DT ref;Cap Atual Valvula;Temp retorno ar M1A08;Temp Insuf de ar M1A08;" ";
2026-07-03 00:00:00.0;OFF;ON;90;1,50;1,30;4,80;16,10;96,10;74,30;3,40;3,50;66;4,70;4;
2026-07-03 00:01:00.0;OFF;ON;90;1,50;1,30;4,80;16,10;96;74,30;3,40;3,50;66,40;4,60;3,90;
2026-07-03 00:02:00.0;OFF;ON;90;0,80;1,30;4,80;16;96;74,30;4;3,50;62;4,60;3,90;
2026-07-03 00:03:00.0;OFF;ON;90;0,50;1,30;4,70;16;95,90;74,30;4,20;3,50;59,80;4,60;3,70;
2026-07-03 00:04:00.0;OFF;ON;90;0,60;1,20;4,60;15,90;95,40;74,30;4;3,50;59,70;4,40;3,50;
2026-07-03 00:05:00.0;OFF;ON;90;0,60;1,10;4,50;15,90;95,10;74,30;4;3,50;58,80;4,40;3,40;
2026-07-03 00:06:00.0;OFF;ON;90;0,50;1;4,50;15,90;95;74,30;4;3,50;57,70;4,30;3,40;
2026-07-03 00:07:00.0;OFF;ON;90;0,50;1;4,50;15,80;94,90;74,30;3,90;3,50;57,50;4,30;3,30;
2026-07-03 00:08:00.0;OFF;ON;90;0,50;0,90;4,40;15,80;94,90;74,30;3,90;3,50;56,40;4,20;3,30;
2026-07-03 00:09:00.0;OFF;ON;90;0,60;0,90;4,40;15,70;94,90;74,30;3,80;3,50;56,70;4,20;3,30;
2026-07-03 00:10:00.0;OFF;ON;90;0,60;0,90;4,40;15,70;94,90;74,30;3,80;3,50;56,40;4,20;3,30;
2026-07-03 00:11:00.0;OFF;ON;90;0,60;0,90;4,40;15,60;94,90;74,30;3,80;3,50;55,90;4,20;3,30;
2026-07-03 00:12:00.0;OFF;ON;90;0,60;0,90;4,40;15,60;95,10;74,30;3,80;3,50;55,30;4,20;3,30;
2026-07-03 00:13:00.0;OFF;ON;90;0,60;0,90;4,30;15,60;95,10;74,30;3,80;3,50;54,90;4,20;3,30;
2026-07-03 00:14:00.0;OFF;ON;90;0,80;0,90;4,40;15,50;95,10;74,30;3,60;3,50;56,10;4,20;3,30;
2026-07-03 00:15:00.0;OFF;ON;90;0,70;0,80;4,30;15,50;95,20;74,30;3,70;3,50;55,20;4,20;3,30;
2026-07-03 00:16:00.0;OFF;ON;90;1,20;0,80;4,30;15,40;95,30;74,30;3,10;3,50;59,40;4,20;3,30;
2026-07-03 00:17:00.0;OFF;ON;90;1,10;0,90;4,40;15,40;95,40;74,30;3,30;3,50;58,80;4,20;3,50;
2026-07-03 00:18:00.0;OFF;ON;90;1,70;0,90;4,40;15,40;95,60;74,30;2,70;3,50;63,30;4,20;3,50;
2026-07-03 00:19:00.0;OFF;ON;90;1,70;0,90;4,50;15,30;95,80;74,30;2,70;3,50;65,10;4,30;3,70;
2026-07-03 00:20:00.0;OFF;ON;90;1,40;1;4,50;15,30;96;74,30;3,10;3,50;63,40;4,40;3,80;
2026-07-03 00:21:00.0;OFF;ON;90;1,30;1;4,50;15,20;96,10;74,30;3,20;3,50;63,30;4,40;3,70;
2026-07-03 00:22:00.0;OFF;ON;90;1,60;1;4,50;15,20;96,10;74,30;2,90;3,50;65,90;4,30;3,70;
2026-07-03 00:23:00.0;OFF;ON;90;1,20;1;4,50;15,10;95,90;74,30;3,30;3,50;63,90;4,30;3,60;
2026-07-03 00:24:00.0;OFF;ON;90;1,20;1;4,50;15,10;95,90;74,30;3,30;3,50;64,70;4,30;3,60;
2026-07-03 00:25:00.0;OFF;ON;90;1,60;1;4,50;15,10;95,90;74,30;2,90;3,50;68,30;4,30;3,60;
2026-07-03 00:26:00.0;OFF;ON;90;1,60;1;4,50;15;95,90;74,30;2,90;3,50;68,50;4,30;3,60;
2026-07-03 00:27:00.0;OFF;ON;90;1,10;1;4,50;15;95,90;74,30;3,40;3,50;65,90;4,30;3,70;
2026-07-03 00:28:00.0;OFF;ON;90;1;1;4,50;14,90;95,90;74,30;3,50;3,50;65,30;4,30;3,60;
2026-07-03 00:29:00.0;OFF;ON;90;0,90;1;4,50;14,90;95,90;74,30;3,50;3,50;65,10;4,30;3,50;
2026-07-03 00:30:00.0;OFF;ON;90;0,30;0,90;4,40;14,90;95,60;74,30;4,10;3,50;60,50;4,20;3,30;
2026-07-03 00:31:00.0;OFF;ON;90;0,40;0,80;4,30;14,80;95,20;74,30;3,90;3,50;60,60;4,10;3,20;
2026-07-03 00:32:00.0;OFF;ON;90;0,20;0,70;4,20;14,80;95;74,30;4;3,50;58,90;4;3,10;
2026-07-03 00:33:00.0;OFF;ON;90;0,20;0,70;4,10;14,80;94,90;74,30;4;3,50;58,20;3,90;3;
2026-07-03 00:34:00.0;OFF;ON;90;0,20;0,60;4,10;14,70;94,60;74,30;3,90;3,50;57,70;3,90;2,90;
2026-07-03 00:35:00.0;OFF;ON;90;0,30;0,60;4,10;14,70;94,80;74,30;3,80;3,50;57,90;3,90;2,90;
2026-07-03 00:36:00.0;OFF;ON;90;0,20;0,60;4;14,70;94,80;74,30;3,80;3,50;57,20;3,80;2,90;
2026-07-03 00:37:00.0;OFF;ON;90;0,30;0,50;4;14,70;94,90;74,30;3,70;3,50;57,30;3,80;2,90;
2026-07-03 00:38:00.0;OFF;ON;90;0,40;0,50;4;14,60;94,90;74,30;3,70;3,50;57,30;3,80;2,90;
2026-07-03 00:39:00.0;OFF;ON;90;0,40;0,50;4;14,60;94,90;74,30;3,70;3,50;56,80;3,80;2,90;
2026-07-03 00:40:00.0;OFF;ON;90;0,30;0,50;4;14,60;95;74,30;3,70;3,50;56;3,80;2,90;
2026-07-03 00:41:00.0;OFF;ON;90;1;0,50;4;14,50;94,90;74,30;3;3,50;60,50;3,80;2,90;
2026-07-03 00:42:00.0;OFF;ON;90;0,50;0,50;4;14,50;95;74,30;3,50;3,50;58,30;3,80;3;
2026-07-03 00:43:00.0;OFF;ON;90;0,60;0,50;4;14,50;95,20;74,30;3,50;3,50;58,50;3,80;3,10;
2026-07-03 00:44:00.0;OFF;ON;90;1,30;0,50;4,10;14,40;95,40;74,30;2,80;3,50;64,40;3,90;3,20;
2026-07-03 00:45:00.0;OFF;ON;90;1;0,60;4,10;14,40;95,70;74,30;3,10;3,50;63,30;4;3,30;
