CamCarcacas2;
2026-08-04 00:00;2026-08-05 00:00;
12144 Frigorífico Thoms;
ayron.costa;
" ";CPCO 51 - Câmara de carcaças - Controle de temperatura 1;CPCO 51 - Câmara de carcaças - Controle de temperatura 1;CPCO 51 - Câmara de carcaças - Controle de temperatura 1;CPCO 51 - Câmara de carcaças - Controle de temperatura 1;CPCO 51 - Câmara de carcaças - Controle de temperatura 1;CPCO 51 - Câmara de carcaças - Controle de temperatura 1;CPCO 52 - Câmara de carcaças - Controle de temperatura 2;CPCO 52 - Câmara de carcaças - Controle de temperatura 2;CPCO 53 - Balança;CPCO 51 - Câmara de carcaças - Controle de temperatura 1;CPCO 51 - Câmara de carcaças - Controle de temperatura 1;CPCO 51 - Câmara de carcaças - Controle de temperatura 1;CPCO 51 - Câmara de carcaças - Controle de temperatura 1;CPCO 54 - Câmara de carcaças - Controle de temperatura 3;
" ";Carregamento;Resfriamento;Saida Y1 - Ventiladores EC;Temp entrada glicol;Temp ref;Temp retorno ar;Temperatuda espeto;Umidade relativa da camara;Peso atual;DT Atual;DT ref;Cap Atual Valvula;Temp retorno ar M1A08;Temp Insuf de ar M1A08;" ";
2026-08-04 00:00:00.0;OFF;ON;100;-3,40;-4;-0,20;10,10;96,20;108,20;3,20;5;100;-0,30;-1;
2026-08-04 00:01:00.0;OFF;ON;100;-3,50;-4;-0,20;10,10;96,20;108,20;3,30;5;99,50;-0,30;-1;
2026-08-04 00:02:00.0;OFF;ON;100;-3,40;-4;-0,20;10;96,20;108,20;3,20;5;99,60;-0,30;-1;
2026-08-04 00:03:00.0;OFF;ON;100;-3,30;-4;-0,20;10;96,10;108,20;3,10;5;100;-0,30;-1;
2026-08-04 00:04:00.0;OFF;ON;100;-3,30;-4;-0,20;10;96,20;108,20;3,10;5;100;-0,30;-1;
2026-08-04 00:05:00.0;OFF;ON;100;-3,50;-4;-0,20;10;96,20;108,20;3,20;5;99,60;-0,30;-1,10;
2026-08-04 00:06:00.0;OFF;ON;100;-3,50;-4;-0,20;9,90;96,10;108,20;3,20;5;99,50;-0,30;-1,10;
2026-08-04 00:07:00.0;OFF;ON;100;-3,40;-4;-0,20;9,90;96,20;108,20;3,20;5;99,60;-0,30;-1,10;
2026-08-04 00:08:00.0;OFF;ON;100;-3,50;-4;-0,20;9,90;96,10;108,20;3,20;5;99,50;-0,40;-1,10;
2026-08-04 00:09:00.0;OFF;ON;100;-3,40;-4;-0,20;9,90;96,20;108,20;3,20;5;99,60;-0,40;-1,10;
2026-08-04 00:10:00.0;OFF;ON;100;-3,30;-4;-0,20;9,80;96,20;108,20;3,10;5;100;-0,40;-1,10;
2026-08-04 00:11:00.0;OFF;ON;100;-3,30;-4;-0,20;9,80;96,10;108,10;3,10;5;100;-0,40;-1,10;
