CamCarcacas2;
2026-06-20 00:00;2026-06-21 00:00;
12144 Frigorífico Thoms;
ayron.costa;
" ";CPCO 51 - Câmara de carcaças - Controle de temperatura 1;CPCO 51 - Câmara de carcaças - Controle de temperatura 1;CPCO 51 - Câmara de carcaças - Controle de temperatura 1;CPCO 51 - Câmara de carcaças - Controle de temperatura 1;CPCO 51 - Câmara de carcaças - Controle de temperatura 1;CPCO 51 - Câmara de carcaças - Controle de temperatura 1;CPCO 52 - Câmara de carcaças - Controle de temperatura 2;CPCO 52 - Câmara de carcaças - Controle de temperatura 2;CPCO 53 - Balança;CPCO 51 - Câmara de carcaças - Controle de temperatura 1;CPCO 51 - Câmara de carcaças - Controle de temperatura 1;CPCO 51 - Câmara de carcaças - Controle de temperatura 1;CPCO 51 - Câmara de carcaças - Controle de temperatura 1;CPCO 54 - Câmara de carcaças - Controle de temperatura 3;
" ";Carregamento;Resfriamento;Saida Y1 - Ventiladores EC;Temp entrada glicol;Temp ref;Temp retorno ar;Temperatuda espeto;Umidade relativa da camara;Peso atual;DT Atual;DT ref;Cap Atual Valvula;Temp retorno ar M1A08;Temp Insuf de ar M1A08;" ";
2026-06-20 00:00:00.0;OFF;ON;100;-2,20;-2,20;1,30;10,20;94,90;96,90;3,60;3,50;70,90;1,30;0,30;
2026-06-20 00:01:00.0;OFF;ON;100;-2,40;-2,20;1,30;10,20;94,80;96,80;3,60;3,50;70,10;1,20;0,30;
2026-06-20 00:02:00.0;OFF;ON;100;-2,50;-2,30;1,20;10,10;94,80;96,90;3,80;3,50;69,10;1,20;0,20;
2026-06-20 00:03:00.0;OFF;ON;100;-2,50;-2,30;1,20;10,10;94,70;96,80;3,70;3,50;69,10;1,20;0,20;
2026-06-20 00:04:00.0;OFF;ON;100;-1,90;-2,30;1,10;10,10;94,70;96,80;3,10;3,50;72,60;1,10;0,10;
2026-06-20 00:05:00.0;OFF;ON;100;-2,10;-2,40;1,20;10,10;94,60;96,80;3,30;3,50;72,20;1,10;0,30;
2026-06-20 00:06:00.0;OFF;ON;100;-2,20;-2,30;1,20;10;94,80;96,80;3,40;3,50;71,50;1,20;0,30;
2026-06-20 00:07:00.0;OFF;ON;100;-1,30;-2,30;1,20;10;94,90;96,80;2,50;3,50;77,30;1,20;0,30;
2026-06-20 00:08:00.0;OFF;ON;100;-2,10;-2,30;1,30;10;95;96,80;3,40;3,50;74;1,20;0,50;
2026-06-20 00:09:00.0;OFF;ON;100;-1,90;-2,10;1,40;10;95,20;96,80;3,20;3,50;75,30;1,30;0,60;
2026-06-20 00:10:00.0;OFF;ON;100;-2;-2,10;1,30;9,90;95,30;96,80;3,30;3,50;75,10;1,30;0,50;
2026-06-20 00:11:00.0;OFF;ON;100;-2,20;-2,20;1,30;9,90;95,20;96,80;3,50;3,50;74,90;1,20;0,40;
2026-06-20 00:12:00.0;OFF;ON;100;-2,20;-2,20;1,20;9,90;95,20;96,80;3,50;3,50;75;1,20;0,40;
2026-06-20 00:13:00.0;OFF;ON;100;-2,20;-2,30;1,20;9,90;95;96,80;3,40;3,50;75,20;1,20;0,30;
2026-06-20 00:14:00.0;OFF;ON;100;-1,60;-2,30;1,20;9,80;95;96,80;2,80;3,50;79,30;1,10;0,30;
2026-06-20 00:15:00.0;OFF;ON;100;-2;-2,30;1,20;9,80;95;96,80;3,20;3,50;77,70;1,10;0,30;
2026-06-20 00:16:00.0;OFF;ON;100;-2,10;-2,30;1,20;9,80;95;96,80;3,30;3,50;77,40;1,10;0,30;
2026-06-20 00:17:00.0;OFF;ON;100;-2,20;-2,30;1,10;9,80;95;96,80;3,40;3,50;77,40;1,10;0,30;
2026-06-20 00:18:00.0;OFF;ON;100;-2,30;-2,40;1,10;9,70;95;96,80;3,40;3,50;77,40;1,10;0,20;
2026-06-20 00:19:00.0;OFF;ON;100;-3,10;-2,40;1,10;9,70;95;96,80;4,20;3,50;72,40;1,10;0,30;
2026-06-20 00:20:00.0;OFF;ON;100;-3,20;-2,40;1,20;9,70;95,10;96,80;4,30;3,50;70,20;1,10;0,30;
2026-06-20 00:21:00.0;OFF;ON;100;-3,50;-2,30;1,10;9,70;95,10;96,80;4,70;3,50;66,50;1,10;0,30;
2026-06-20 00:22:00.0;OFF;ON;100;-2,70;-2,40;1,10;9,70;95,20;96,80;3,90;3,50;69,40;1,10;0,30;
2026-06-20 00:23:00.0;OFF;ON;100;-2;-2,40;1,10;9,60;95,10;96,80;3,10;3,50;73,90;1;0,10;
2026-06-20 00:24:00.0;OFF;ON;100;-2,30;-2,50;1;9,60;94,80;96,80;3,30;3,50;73,40;1;0,20;
2026-06-20 00:25:00.0;OFF;ON;100;-2,10;-2,40;1,10;9,60;94,90;96,80;3,20;3,50;74,30;1;0,30;
