CamCarcacas2;
2026-07-31 00:00;2026-08-01 00:00;
12144 Frigorífico Thoms;
ayron.costa;
" ";CPCO 51 - Câmara de carcaças - Controle de temperatura 1;CPCO 51 - Câmara de carcaças - Controle de temperatura 1;CPCO 51 - Câmara de carcaças - Controle de temperatura 1;CPCO 51 - Câmara de carcaças - Controle de temperatura 1;CPCO 51 - Câmara de carcaças - Controle de temperatura 1;CPCO 51 - Câmara de carcaças - Controle de temperatura 1;CPCO 52 - Câmara de carcaças - Controle de temperatura 2;CPCO 52 - Câmara de carcaças - Controle de temperatura 2;CPCO 53 - Balança;CPCO 51 - Câmara de carcaças - Controle de temperatura 1;CPCO 51 - Câmara de carcaças - Controle de temperatura 1;CPCO 51 - Câmara de carcaças - Controle de temperatura 1;CPCO 51 - Câmara de carcaças - Controle de temperatura 1;CPCO 54 - Câmara de carcaças - Controle de temperatura 3;
" ";Carregamento;Resfriamento;Saida Y1 - Ventiladores EC;Temp entrada glicol;Temp ref;Temp retorno ar;Temperatuda espeto;Umidade relativa da camara;Peso atual;DT Atual;DT ref;Cap Atual Valvula;Temp retorno ar M1A08;Temp Insuf de ar M1A08;" ";
2026-07-31 00:00:00.0;OFF;ON;100;-3,30;-4;-0,60;7,70;96;104,20;2,70;6;100;-0,80;-1,20;
2026-07-31 00:01:00.0;OFF;ON;100;-3,40;-4;-0,70;7,70;96;104,20;2,80;6;99,60;-0,70;-1,20;
2026-07-31 00:02:00.0;OFF;ON;100;-3,40;-4;-0,70;7,70;96;104,20;2,80;6;99,50;-0,80;-1,20;
2026-07-31 00:03:00.0;OFF;ON;100;-3,30;-4;-0,70;7,60;96;104,20;2,60;6;100;-0,80;-1,20;
2026-07-31 00:04:00.0;OFF;ON;100;-3,30;-4;-0,70;7,60;96;104,20;2,60;6;100;-0,80;-1,20;
2026-07-31 00:05:00.0;OFF;ON;100;-3,40;-4;-0,70;7,60;96;104,20;2,70;6;99,60;-0,80;-1,20;
2026-07-31 00:06:00.0;OFF;ON;100;-3,30;-4;-0,70;7,60;96;104,20;2,60;6;100;-0,80;-1,20;
2026-07-31 00:07:00.0;OFF;ON;100;-3,30;-4;-0,70;7,50;96;104,20;2,60;6;100;-0,80;-1,20;
2026-07-31 00:08:00.0;OFF;ON;100;-3,30;-4;-0,70;7,50;96;104,20;2,60;6;100;-0,80;-1,20;
2026-07-31 00:09:00.0;OFF;ON;100;-3,40;-4;-0,70;7,50;96;104,20;2,70;6;99,60;-0,80;-1,20;
2026-07-31 00:10:00.0;OFF;ON;100;-3,30;-4;-0,70;7,50;96;104,20;2,60;6;100;-0,80;-1,20;
2026-07-31 00:11:00.0;OFF;ON;100;-3,30;-4;-0,70;7,40;96;104,20;2,60;6;99,80;-0,80;-1,20;
2026-07-31 00:12:00.0;OFF;ON;100;-3,40;-4;-0,70;7,40;96;104,20;2,70;6;99,50;-0,80;-1,20;
2026-07-31 00:13:00.0;OFF;ON;100;-3,30;-4;-0,70;7,40;96;104,20;2,60;6;100;-0,80;-1,20;
2026-07-31 00:14:00.0;OFF;ON;100;-3,40;-4;-0,70;7,40;96;104,20;2,70;6;99,60;-0,80;-1,20;
2026-07-31 00:15:00.0;OFF;ON;100;-3,40;-4;-0,70;7,30;96;104,20;2,70;6;99,50;-0,80;-1,20;
2026-07-31 00:16:00.0;OFF;ON;100;-3,30;-4;-0,70;7,30;96;104,20;2,60;6;100;-0,80;-1,20;
2026-07-31 00:17:00.0;OFF;ON;100;-3,40;-4;-0,70;7,30;96;104,20;2,70;6;99,60;-0,80;-1,20;
2026-07-31 00:18:00.0;OFF;ON;100;-3,40;-4;-0,70;7,30;96;104,20;2,70;6;99,60;-0,80;-1,20;
2026-07-31 00:19:00.0;OFF;ON;100;-3,30;-4;-0,70;7,20;96;104,20;2,60;6;100;-0,80;-1,20;
2026-07-31 00:20:00.0;OFF;ON;100;-3,30;-4;-0,70;7,20;96;104,20;2,60;6;100;-0,80;-1,20;
2026-07-31 00:21:00.0;OFF;ON;100;-3,30;-4;-0,70;7,20;96;104,20;2,60;6;99,80;-0,80;-1,20;
2026-07-31 00:22:00.0;OFF;ON;100;-3,30;-4;-0,70;7,20;96;104,20;2,60;6;100;-0,80;-1,20;
2026-07-31 00:23:00.0;OFF;ON;100;-3,30;-4;-0,70;7,10;96;104,20;2,60;6;100;-0,80;-1,20;
2026-07-31 00:24:00.0;OFF;ON;100;-3,40;-4;-0,80;7,10;96;104,20;2,60;6;99,80;-0,90;-1,20;
2026-07-31 00:25:00.0;OFF;ON;100;-3,30;-4;-0,80;7,10;96;104,20;2,60;6;100;-0,80;-1,20;
2026-07-31 00:26:00.0;OFF;ON;100;-3,40;-4;-0,80;7,10;96;104,20;2,60;6;99,80;-0,90;-1,20;
2026-07-31 00:27:00.0;OFF;ON;100;-3,40;-4;-0,80;7;96;104,20;2,60;6;99,60;-0,90;-1,20;
2026-07-31 00:28:00.0;OFF;ON;100;-3,30;-4;-0,80;7;96;104,20;2,60;6;100;-0,90;-1,20;
2026-07-31 00:29:00.0;OFF;ON;100;-3,40;-4;-0,80;7;96;104,20;2,60;6;99,80;-0,90;-1,20;
2026-07-31 00:30:00.0;OFF;ON;100;-3,40;-4;-0,80;7;96;104,20;2,60;6;99,80;-0,90;-1,20;
2026-07-31 00:31:00.0;OFF;ON;100;-3,30;-4;-0,80;7;96;104,20;2,50;6;100;-0,90;-1,20;
2026-07-31 00:32:00.0;OFF;ON;100;-3,30;-4;-0,80;6,90;96;104,20;2,50;6;100;-0,90;-1,20;
2026-07-31 00:33:00.0;OFF;ON;100;-3,40;-4;-0,80;6,90;96;104,20;2,60;6;99,60;-0,90;-1,20;
2026-07-31 00:34:00.0;OFF;ON;100;-3,30;-4;-0,80;6,90;96;104,20;2,50;6;100;-0,90;-1,20;
2026-07-31 00:35:00.0;OFF;ON;100;-3,40;-4;-0,80;6,80;96;104,20;2,60;6;99,80;-0,90;-1,20;
2026-07-31 00:36:00.0;OFF;ON;100;-3,40;-4;-0,80;6,80;96;104,20;2,60;6;99,90;-0,90;-1,20;
2026-07-31 00:37:00.0;OFF;ON;100;-3,40;-4;-0,80;6,80;96;104,20;2,60;6;99,70;-0,90;-1,20;
2026-07-31 00:38:00.0;OFF;ON;100;-3,30;-4;-0,80;6,80;96;104,20;2,50;6;100;-0,90;-1,20;
2026-07-31 00:39:00.0;OFF;ON;100;-3,30;-4;-0,80;6,70;96;104,20;2,50;6;100;-0,90;-1,20;
2026-07-31 00:40:00.0;OFF;ON;100;-3,40;-4;-0,80;6,70;96;104,20;2,60;6;99,50;-0,90;-1,20;
2026-07-31 00:41:00.0;OFF;ON;100;-3,30;-4;-0,80;6,70;96;104,20;2,50;6;100;-0,90;-1,20;
2026-07-31 00:42:00.0;OFF;ON;100;-3,30;-4;-0,80;6,70;96;104,20;2,50;6;100;-0,90;-1,20;
2026-07-31 00:43:00.0;OFF;ON;100;-3,30;-4;-0,80;6,60;95,90;104,20;2,50;6;100;-0,90;-1,20;
2026-07-31 00:44:00.0;OFF;ON;100;-3,40;-4;-0,80;6,60;96;104,20;2,60;6;99,60;-0,90;-1,20;
2026-07-31 00:45:00.0;OFF;ON;100;-3,30;-4;-0,80;6,60;96;104,20;2,50;6;100;-0,90;-1,20;
2026-07-31 00:46:00.0;OFF;ON;100;-3,40;-4;-0,80;6,60;96;104,20;2,60;6;99,60;-0,90;-1,30;
2026-07-31 00:47:00.0;OFF;ON;100;-3,30;-4;-0,80;6,50;96;104,20;2,50;6;100;-0,90;-1,30;
2026-07-31 00:48:00.0;OFF;ON;100;-3,40;-4;-0,90;6,50;96;104,20;2,60;6;99,60;-0,90;-1,30;
2026-07-31 00:49:00.0;OFF;ON;100;-3,30;-4;-0,90;6,50;96;104,20;2,50;6;99,80;-1;-1,30;
2026-07-31 00:50:00.0;OFF;ON;100;-3,40;-4;-0,90;6,50;96;104,20;2,50;6;99,70;-1;-1,30;
