CamCarcacas2;
2026-06-16 00:00;2026-06-17 00:00;
12144 Frigorífico Thoms;
ayron.costa;
" ";CPCO 51 - Câmara de carcaças - Controle de temperatura 1;CPCO 51 - Câmara de carcaças - Controle de temperatura 1;CPCO 51 - Câmara de carcaças - Controle de temperatura 1;CPCO 51 - Câmara de carcaças - Controle de temperatura 1;CPCO 51 - Câmara de carcaças - Controle de temperatura 1;CPCO 51 - Câmara de carcaças - Controle de temperatura 1;CPCO 52 - Câmara de carcaças - Controle de temperatura 2;CPCO 52 - Câmara de carcaças - Controle de temperatura 2;CPCO 53 - Balança;CPCO 51 - Câmara de carcaças - Controle de temperatura 1;CPCO 51 - Câmara de carcaças - Controle de temperatura 1;CPCO 51 - Câmara de carcaças - Controle de temperatura 1;CPCO 51 - Câmara de carcaças - Controle de temperatura 1;CPCO 54 - Câmara de carcaças - Controle de temperatura 3;
" ";Carregamento;Resfriamento;Saida Y1 - Ventiladores EC;Temp entrada glicol;Temp ref;Temp retorno ar;Temperatuda espeto;Umidade relativa da camara;Peso atual;DT Atual;DT ref;Cap Atual Valvula;Temp retorno ar M1A08;Temp Insuf de ar M1A08;" ";
2026-06-16 00:00:00.0;OFF;ON;100;-1,80;-1,70;1,80;9,60;95;92,50;3,50;3,50;70,30;1,60;0,70;
2026-06-16 00:01:00.0;OFF;ON;100;-1,90;-1,80;1,70;9,60;95;92,40;3,60;3,50;70,30;1,60;0,70;
2026-06-16 00:02:00.0;OFF;ON;100;-1,80;-1,80;1,70;9,50;94,90;92,50;3,50;3,50;70,10;1,50;0,70;
2026-06-16 00:03:00.0;OFF;ON;100;-1,80;-1,80;1,70;9,50;94,90;92,50;3,50;3,50;70,10;1,50;0,70;
2026-06-16 00:04:00.0;OFF;ON;100;-1,20;-1,90;1,60;9,50;94,90;92,50;2,80;3,50;74,70;1,50;0,60;
2026-06-16 00:05:00.0;OFF;ON;100;-1,50;-1,80;1,70;9,50;95;92,50;3,20;3,50;73,30;1,50;0,80;
2026-06-16 00:06:00.0;OFF;ON;100;-1,50;-1,80;1,70;9,50;95,20;92,50;3,20;3,50;73,70;1,60;0,80;
2026-06-16 00:07:00.0;OFF;ON;100;-1;-1,80;1,70;9,40;95,30;92,50;2,70;3,50;77,60;1,60;0,80;
2026-06-16 00:08:00.0;OFF;ON;100;-1,60;-1,80;1,70;9,40;95,40;92,40;3,30;3,50;74,80;1,60;0,90;
