CamCarcacas2;
2026-07-02 00:00;2026-07-03 00:00;
12144 Frigorífico Thoms;
ayron.costa;
" ";CPCO 51 - Câmara de carcaças - Controle de temperatura 1;CPCO 51 - Câmara de carcaças - Controle de temperatura 1;CPCO 51 - Câmara de carcaças - Controle de temperatura 1;CPCO 51 - Câmara de carcaças - Controle de temperatura 1;CPCO 51 - Câmara de carcaças - Controle de temperatura 1;CPCO 51 - Câmara de carcaças - Controle de temperatura 1;CPCO 52 - Câmara de carcaças - Controle de temperatura 2;CPCO 52 - Câmara de carcaças - Controle de temperatura 2;CPCO 53 - Balança;CPCO 51 - Câmara de carcaças - Controle de temperatura 1;CPCO 51 - Câmara de carcaças - Controle de temperatura 1;CPCO 51 - Câmara de carcaças - Controle de temperatura 1;CPCO 51 - Câmara de carcaças - Controle de temperatura 1;CPCO 54 - Câmara de carcaças - Controle de temperatura 3;
" ";Carregamento;Resfriamento;Saida Y1 - Ventiladores EC;Temp entrada glicol;Temp ref;Temp retorno ar;Temperatuda espeto;Umidade relativa da camara;Peso atual;DT Atual;DT ref;Cap Atual Valvula;Temp retorno ar M1A08;Temp Insuf de ar M1A08;" ";
2026-07-02 00:00:00.0;OFF;ON;100;-3,30;-3,90;-0,40;8,30;94,50;59,90;3;3,50;89,80;-0,60;-1,10;
2026-07-02 00:01:00.0;OFF;ON;100;-3,40;-3,90;-0,40;8,30;94,50;59,90;3;3,50;90,60;-0,60;-1,10;
2026-07-02 00:02:00.0;OFF;ON;100;-3,60;-3,90;-0,40;8,30;94,50;59,90;3,20;3,50;90,60;-0,60;-1,10;
2026-07-02 00:03:00.0;OFF;ON;100;-3,60;-3,90;-0,40;8,20;94,40;59,90;3,20;3,50;91;-0,60;-1,10;
2026-07-02 00:04:00.0;OFF;ON;100;-3,50;-3,90;-0,40;8,20;94,40;59,90;3,10;3,50;91,90;-0,60;-1,20;
2026-07-02 00:05:00.0;OFF;ON;100;-3,70;-4;-0,50;8,20;94,30;59,90;3,30;3,50;91,50;-0,60;-1,20;
2026-07-02 00:06:00.0;OFF;ON;100;-3,50;-4;-0,50;8,20;94,30;59,90;3,10;3,50;94,40;-0,70;-1,20;
2026-07-02 00:07:00.0;OFF;ON;100;-3,60;-4;-0,50;8,10;94,30;59,90;3,10;3,50;94,40;-0,70;-1,20;
2026-07-02 00:08:00.0;OFF;ON;100;-3,50;-4;-0,50;8,10;94,40;59,90;3;3,50;96,50;-0,70;-1,20;
2026-07-02 00:09:00.0;OFF;ON;100;-3,70;-4;-0,50;8,10;94,30;59,90;3,20;3,50;95,80;-0,70;-1,20;
2026-07-02 00:10:00.0;OFF;ON;100;-3,70;-4;-0,50;8,10;94,30;59,90;3,10;3,50;96,50;-0,70;-1,20;
2026-07-02 00:11:00.0;OFF;ON;100;-3,60;-4;-0,50;8,10;94,30;59,90;3,10;3,50;97,40;-0,70;-1,30;
2026-07-02 00:12:00.0;OFF;ON;100;-3,60;-4;-0,60;8;94,20;59,90;3;3,50;96,80;-0,70;-1,20;
2026-07-02 00:13:00.0;OFF;ON;100;-3,50;-4;-0,60;8;94,40;59,90;3;3,50;97,70;-0,70;-1,20;
2026-07-02 00:14:00.0;OFF;ON;100;-3,60;-4;-0,60;8;94,40;59,90;3,10;3,50;98;-0,70;-1,30;
2026-07-02 00:15:00.0;OFF;ON;100;-3,50;-4;-0,60;8;94,30;59,90;2,90;3,50;99,30;-0,80;-1,30;
2026-07-02 00:16:00.0;OFF;ON;100;-3,60;-4;-0,60;7,90;94,30;59,90;3;3,50;99,40;-0,80;-1,30;
2026-07-02 00:17:00.0;OFF;ON;100;-3,60;-4;-0,60;7,90;94,30;59,90;3;3,50;99,50;-0,80;-1,30;
2026-07-02 00:18:00.0;OFF;ON;100;-3,50;-4;-0,60;7,90;94,20;59,90;2,80;3,50;98;-0,80;-1,40;
2026-07-02 00:19:00.0;OFF;ON;100;-3,50;-4;-0,60;7,90;94,30;59,80;2,80;3,50;97,80;-0,80;-1,30;
2026-07-02 00:20:00.0;OFF;ON;100;-3,60;-4;-0,60;7,80;94,30;59,90;2,90;3,50;97,90;-0,80;-1,30;
2026-07-02 00:21:00.0;OFF;ON;100;-3,60;-4;-0,60;7,80;94,30;59,90;3;3,50;98,30;-0,80;-1,30;
2026-07-02 00:22:00.0;OFF;ON;100;-3,70;-4;-0,70;7,80;94,30;59,90;3,10;3,50;98,20;-0,80;-1,30;
2026-07-02 00:23:00.0;OFF;ON;100;-3,70;-4;-0,70;7,80;94,30;59,90;3;3,50;98,90;-0,80;-1,40;
2026-07-02 00:24:00.0;OFF;ON;100;-3;-4;-0,70;7,70;94,20;59,80;2,30;3,50;99,80;-0,90;-1,40;
2026-07-02 00:25:00.0;OFF;ON;100;-3,60;-4;-0,70;7,70;94,30;59,80;2,90;3,50;97;-0,80;-1,30;
2026-07-02 00:26:00.0;OFF;ON;100;-3,60;-4;-0,70;7,70;94,30;59,80;2,90;3,50;97,90;-0,90;-1,30;
2026-07-02 00:27:00.0;OFF;ON;100;-3,50;-4;-0,70;7,70;94,40;59,90;2,90;3,50;98,90;-0,90;-1,30;
2026-07-02 00:28:00.0;OFF;ON;100;-3,60;-4;-0,70;7,60;94,30;59,80;2,90;3,50;99,10;-0,90;-1,40;
2026-07-02 00:29:00.0;OFF;ON;100;-3,60;-4;-0,70;7,60;94,30;59,80;2,90;3,50;100;-0,90;-1,40;
2026-07-02 00:30:00.0;OFF;ON;100;-3,60;-4;-0,70;7,60;94,30;59,80;2,90;3,50;100;-0,90;-1,40;
2026-07-02 00:31:00.0;OFF;ON;100;-3,70;-4;-0,70;7,60;94,20;59,80;3;3,50;99;-0,90;-1,40;
