CamCarcacas2;
2026-07-20 00:00;2026-07-21 00:00;
12144 Frigorífico Thoms;
ayron.costa;
" ";CPCO 51 - Câmara de carcaças - Controle de temperatura 1;CPCO 51 - Câmara de carcaças - Controle de temperatura 1;CPCO 51 - Câmara de carcaças - Controle de temperatura 1;CPCO 51 - Câmara de carcaças - Controle de temperatura 1;CPCO 51 - Câmara de carcaças - Controle de temperatura 1;CPCO 51 - Câmara de carcaças - Controle de temperatura 1;CPCO 52 - Câmara de carcaças - Controle de temperatura 2;CPCO 52 - Câmara de carcaças - Controle de temperatura 2;CPCO 53 - Balança;CPCO 51 - Câmara de carcaças - Controle de temperatura 1;CPCO 51 - Câmara de carcaças - Controle de temperatura 1;CPCO 51 - Câmara de carcaças - Controle de temperatura 1;CPCO 51 - Câmara de carcaças - Controle de temperatura 1;CPCO 54 - Câmara de carcaças - Controle de temperatura 3;
" ";Carregamento;Resfriamento;Saida Y1 - Ventiladores EC;Temp entrada glicol;Temp ref;Temp retorno ar;Temperatuda espeto;Umidade relativa da camara;Peso atual;DT Atual;DT ref;Cap Atual Valvula;Temp retorno ar M1A08;Temp Insuf de ar M1A08;" ";
2026-07-20 00:00:00.0;OFF;ON;50;3,70;5;3,50;0,80;98,20;0;-0,10;4,50;30;3,40;3,80;
2026-07-20 00:01:00.0;OFF;ON;50;3,80;5;3,50;0,80;98,20;0;-0,30;4,50;30;3,40;3,80;
2026-07-20 00:02:00.0;OFF;ON;50;3,80;5;3,50;0,80;98,30;0;-0,20;4,50;30;3,40;3,80;
2026-07-20 00:03:00.0;OFF;ON;50;3,70;5;3,50;0,80;98,30;0;-0,20;4,50;30;3,40;3,80;
2026-07-20 00:04:00.0;OFF;ON;50;3,80;5;3,50;0,80;98,30;0;-0,30;4,50;30;3,40;3,80;
2026-07-20 00:05:00.0;OFF;ON;50;3,80;5;3,50;0,80;98,30;0;-0,30;4,50;30;3,40;3,80;
2026-07-20 00:06:00.0;OFF;ON;50;3,70;5;3,50;0,80;98,30;0;-0,10;4,50;30;3,40;3,80;
2026-07-20 00:07:00.0;OFF;ON;50;3,80;5;3,50;0,80;98,30;0;-0,20;4,50;30;3,40;3,80;
2026-07-20 00:08:00.0;OFF;ON;50;3,70;5;3,50;0,80;98,30;0;-0,20;4,50;30;3,40;3,80;
2026-07-20 00:09:00.0;OFF;ON;50;3,80;5;3,50;0,80;98,30;0;-0,20;4,50;30;3,40;3,80;
2026-07-20 00:10:00.0;OFF;ON;50;3,80;5;3,50;0,80;98,30;0;-0,30;4,50;30;3,40;3,80;
2026-07-20 00:11:00.0;OFF;ON;50;3,70;5;3,50;0,80;98,30;0;-0,20;4,50;30;3,40;3,80;
2026-07-20 00:12:00.0;OFF;ON;50;3,80;5;3,50;0,80;98,30;0;-0,20;4,50;30;3,40;3,80;
2026-07-20 00:13:00.0;OFF;ON;50;3,80;5;3,50;0,80;98,30;0;-0,30;4,50;30;3,40;3,80;
2026-07-20 00:14:00.0;OFF;ON;50;3,70;5;3,50;0,80;98,30;0;-0,20;4,50;30;3,40;3,80;
2026-07-20 00:15:00.0;OFF;ON;50;3,80;5;3,50;0,80;98,30;0;-0,30;4,50;30;3,40;3,80;
2026-07-20 00:16:00.0;OFF;ON;50;3,80;5;3,50;0,80;98,30;0;-0,30;4,50;30;3,40;3,80;
2026-07-20 00:17:00.0;OFF;ON;50;3,70;5;3,50;0,80;98,30;0;-0,10;4,50;30;3,40;3,80;
2026-07-20 00:18:00.0;OFF;ON;50;3,70;5;3,50;0,80;98,30;0;-0,20;4,50;30;3,40;3,80;
2026-07-20 00:19:00.0;OFF;ON;50;3,80;5;3,50;0,80;98,30;0;-0,20;4,50;30;3,40;3,80;
2026-07-20 00:20:00.0;OFF;ON;50;3,70;5;3,50;0,80;98,30;0;-0,20;4,50;30;3,40;3,80;
2026-07-20 00:21:00.0;OFF;ON;50;3,80;5;3,50;0,80;98,30;0;-0,20;4,50;30;3,40;3,80;
2026-07-20 00:22:00.0;OFF;ON;50;3,70;5;3,50;0,80;98,30;0;-0,20;4,50;30;3,40;3,80;
2026-07-20 00:23:00.0;OFF;ON;50;3,70;5;3,50;0,80;98,30;0;-0,20;4,50;30;3,40;3,80;
2026-07-20 00:24:00.0;OFF;ON;50;3,80;5;3,50;0,80;98,30;0;-0,20;4,50;30;3,40;3,80;
2026-07-20 00:25:00.0;OFF;ON;50;3,80;5;3,50;0,80;98,30;0;-0,20;4,50;30;3,40;3,80;
2026-07-20 00:26:00.0;OFF;ON;50;3,70;5;3,50;0,80;98,30;0;-0,10;4,50;30;3,40;3,80;
2026-07-20 00:27:00.0;OFF;ON;50;3,70;5;3,50;0,80;98,30;0;-0,20;4,50;30;3,40;3,80;
2026-07-20 00:28:00.0;OFF;ON;50;3,80;5;3,50;0,80;98,30;0;-0,30;4,50;30;3,40;3,80;
2026-07-20 00:29:00.0;OFF;ON;50;3,70;5;3,50;0,80;98,30;0;-0,10;4,50;30;3,40;3,80;
2026-07-20 00:30:00.0;OFF;ON;50;3,70;5;3,50;0,80;98,30;0;-0,20;4,50;30;3,40;3,80;
2026-07-20 00:31:00.0;OFF;ON;50;3,80;5;3,50;0,80;98,30;0;-0,30;4,50;30;3,40;3,80;
2026-07-20 00:32:00.0;OFF;ON;50;3,70;5;3,50;0,80;98,30;0;-0,10;4,50;30;3,40;3,80;
2026-07-20 00:33:00.0;OFF;ON;50;3,70;5;3,50;0,80;98,30;0;-0,20;4,50;30;3,40;3,80;
2026-07-20 00:34:00.0;OFF;ON;50;3,70;5;3,50;0,80;98,30;0;-0,10;4,50;30;3,40;3,80;
2026-07-20 00:35:00.0;OFF;ON;50;3,80;5;3,50;0,80;98,30;0;-0,30;4,50;30;3,40;3,80;
2026-07-20 00:36:00.0;OFF;ON;50;3,70;5;3,50;0,80;98,30;0;-0,20;4,50;30;3,40;3,80;
2026-07-20 00:37:00.0;OFF;ON;50;3,80;5;3,50;0,80;98,30;0;-0,20;4,50;30;3,40;3,80;
2026-07-20 00:38:00.0;OFF;ON;50;3,80;5;3,50;0,80;98,30;0;-0,30;4,50;30;3,40;3,80;
2026-07-20 00:39:00.0;OFF;ON;50;3,80;5;3,50;0,80;98,30;0;-0,30;4,50;30;3,40;3,80;
2026-07-20 00:40:00.0;OFF;ON;50;3,70;5;3,50;0,80;98,30;0;-0,20;4,50;30;3,40;3,80;
2026-07-20 00:41:00.0;OFF;ON;50;3,70;5;3,50;0,80;98,30;0;-0,20;4,50;30;3,40;3,80;
2026-07-20 00:42:00.0;OFF;ON;50;3,80;5;3,50;0,80;98,30;0;-0,30;4,50;30;3,40;3,80;
2026-07-20 00:43:00.0;OFF;ON;50;3,70;5;3,50;0,80;98,30;0;-0,20;4,50;30;3,40;3,80;
2026-07-20 00:44:00.0;OFF;ON;50;3,70;5;3,50;0,80;98,30;0;-0,20;4,50;30;3,40;3,80;
2026-07-20 00:45:00.0;OFF;ON;50;3,80;5;3,50;0,80;98,30;0;-0,20;4,50;30;3,40;3,80;
2026-07-20 00:46:00.0;OFF;ON;50;3,70;5;3,50;0,80;98,30;0;-0,20;4,50;30;3,40;3,80;
2026-07-20 00:47:00.0;OFF;ON;50;3,70;5;3,50;0,80;98,30;0;-0,10;4,50;30;3,40;3,80;
2026-07-20 00:48:00.0;OFF;ON;50;3,70;5;3,50;0,80;98,30;0;-0,10;4,50;30;3,40;3,80;
2026-07-20 00:49:00.0;OFF;ON;50;3,80;5;3,50;0,80;98,30;0;-0,30;4,50;30;3,30;3,80;
2026-07-20 00:50:00.0;OFF;ON;50;3,70;5;3,50;0,80;98,30;0;-0,20;4,50;30;3,40;3,80;
2026-07-20 00:51:00.0;OFF;ON;50;3,70;5;3,50;0,80;98,30;0;-0,20;4,50;30;3,40;3,80;
2026-07-20 00:52:00.0;OFF;ON;50;3,80;5;3,50;0,80;98,30;0;-0,30;4,50;30;3,30;3,80;
2026-07-20 00:53:00.0;OFF;ON;50;3,70;5;3,50;0,80;98,30;0;-0,20;4,50;30;3,40;3,80;
2026-07-20 00:54:00.0;OFF;ON;50;3,80;5;3,50;0,80;98,30;0;-0,20;4,50;30;3,40;3,80;
2026-07-20 00:55:00.0;OFF;ON;50;3,70;5;3,50;0,80;98,30;0;-0,20;4,50;30;3,30;3,80;
2026-07-20 00:56:00.0;OFF;ON;50;3,70;5;3,50;0,80;98,30;0;-0,20;4,50;30;3,30;3,80;
2026-07-20 00:57:00.0;OFF;ON;50;3,70;5;3,50;0,80;98,30;0;-0,20;4,50;30;3,30;3,80;
2026-07-20 00:58:00.0;OFF;ON;50;3,70;5;3,50;0,80;98,30;0;-0,20;4,50;30;3,30;3,80;
2026-07-20 00:59:00.0;OFF;ON;50;3,70;5;3,50;0,80;98,30;0;-0,10;4,50;30;3,40;3,80;
2026-07-20 01:00:00.0;OFF;ON;50;3,70;5;3,50;0,80;98,30;0;-0,20;4,50;30;3,30;3,80;
2026-07-20 01:01:00.0;OFF;ON;50;3,80;5;3,50;0,80;98,30;0;-0,20;4,50;30;3,40;3,80;
2026-07-20 01:02:00.0;OFF;ON;50;3,80;5;3,50;0,80;98,30;0;-0,30;4,50;30;3,30;3,80;
2026-07-20 01:03:00.0;OFF;ON;50;3,70;5;3,50;0,80;98,30;0;-0,20;4,50;30;3,30;3,80;
2026-07-20 01:04:00.0;OFF;ON;50;3,80;5;3,50;0,80;98,30;0;-0,30;4,50;30;3,30;3,80;
2026-07-20 01:05:00.0;OFF;ON;50;3,80;5;3,50;0,80;98,30;0;-0,30;4,50;30;3,30;3,80;
2026-07-20 01:06:00.0;OFF;ON;50;3,60;5;3,50;0,80;98,30;0;-0,10;4,50;30;3,30;3,80;
2026-07-20 01:07:00.0;OFF;ON;50;3,70;5;3,50;0,80;98,30;0;-0,20;4,50;30;3,30;3,80;
2026-07-20 01:08:00.0;OFF;ON;50;3,70;5;3,50;0,80;98,30;0;-0,10;4,50;30;3,30;3,80;
2026-07-20 01:09:00.0;OFF;ON;50;3,80;5;3,50;0,80;98,30;0;-0,30;4,50;30;3,30;3,80;
2026-07-20 01:10:00.0;OFF;ON;50;3,70;5;3,50;0,80;98,30;0;-0,20;4,50;30;3,30;3,80;
2026-07-20 01:11:00.0;OFF;ON;50;3,70;5;3,50;0,80;98,30;0;-0,10;4,50;30;3,30;3,80;
2026-07-20 01:12:00.0;OFF;ON;50;3,70;5;3,50;0,80;98,30;0;-0,20;4,50;30;3,30;3,80;
2026-07-20 01:13:00.0;OFF;ON;50;3,70;5;3,50;0,80;98,30;0;-0,20;4,50;30;3,30;3,80;
2026-07-20 01:14:00.0;OFF;ON;50;3,70;5;3,50;0,80;98,30;0;-0,20;4,50;30;3,30;3,80;
2026-07-20 01:15:00.0;OFF;ON;50;3,70;5;3,50;0,80;98,30;0;-0,20;4,50;30;3,30;3,80;
2026-07-20 01:16:00.0;OFF;ON;50;3,60;5;3,50;0,80;98,30;0;-0,10;4,50;30;3,30;3,80;
2026-07-20 01:17:00.0;OFF;ON;50;3,70;5;3,50;0,80;98,30;0;-0,20;4,50;30;3,30;3,80;
2026-07-20 01:18:00.0;OFF;ON;50;3,70;5;3,50;0,80;98,30;0;-0,20;4,50;30;3,30;3,80;
2026-07-20 01:19:00.0;OFF;ON;50;3,70;5;3,50;0,80;98,30;0;-0,20;4,50;30;3,30;3,80;
2026-07-20 01:20:00.0;OFF;ON;50;3,80;5;3,50;0,80;98,30;0;-0,30;4,50;30;3,30;3,80;
2026-07-20 01:21:00.0;OFF;ON;50;3,80;5;3,50;0,80;98,30;0;-0,30;4,50;30;3,30;3,80;
2026-07-20 01:22:00.0;OFF;ON;50;3,80;5;3,50;0,80;98,30;0;-0,30;4,50;30;3,30;3,80;
2026-07-20 01:23:00.0;OFF;ON;50;3,70;5;3,50;0,80;98,30;0;-0,20;4,50;30;3,30;3,80;
2026-07-20 01:24:00.0;OFF;ON;50;3,80;5;3,50;0,80;98,30;0;-0,30;4,50;30;3,30;3,80;
2026-07-20 01:25:00.0;OFF;ON;50;3,70;5;3,50;0,80;98,30;0;-0,20;4,50;30;3,30;3,80;
2026-07-20 01:26:00.0;OFF;ON;50;3,70;5;3,50;0,80;98,30;0;-0,20;4,50;30;3,30;3,80;
2026-07-20 01:27:00.0;OFF;ON;50;3,70;5;3,50;0,80;98,30;0;-0,20;4,50;30;3,30;3,80;
2026-07-20 01:28:00.0;OFF;ON;50;3,70;5;3,50;0,80;98,30;0;-0,20;4,50;30;3,30;3,80;
2026-07-20 01:29:00.0;OFF;ON;50;3,70;5;3,50;0,80;98,30;0;-0,20;4,50;30;3,30;3,80;
2026-07-20 01:30:00.0;OFF;ON;50;3,80;5;3,50;0,80;98,30;0;-0,20;4,50;30;3,30;3,80;
2026-07-20 01:31:00.0;OFF;ON;50;3,70;5;3,50;0,80;98,30;0;-0,20;4,50;30;3,30;3,80;
