CamCarcacas2;
2026-06-10 00:00;2026-06-11 00:00;
12144 Frigorífico Thoms;
ayron.costa;
" ";CPCO 51 - Câmara de carcaças - Controle de temperatura 1;CPCO 51 - Câmara de carcaças - Controle de temperatura 1;CPCO 51 - Câmara de carcaças - Controle de temperatura 1;CPCO 51 - Câmara de carcaças - Controle de temperatura 1;CPCO 51 - Câmara de carcaças - Controle de temperatura 1;CPCO 51 - Câmara de carcaças - Controle de temperatura 1;CPCO 52 - Câmara de carcaças - Controle de temperatura 2;CPCO 52 - Câmara de carcaças - Controle de temperatura 2;CPCO 53 - Balança;CPCO 51 - Câmara de carcaças - Controle de temperatura 1;CPCO 51 - Câmara de carcaças - Controle de temperatura 1;CPCO 51 - Câmara de carcaças - Controle de temperatura 1;CPCO 51 - Câmara de carcaças - Controle de temperatura 1;CPCO 54 - Câmara de carcaças - Controle de temperatura 3;
" ";Carregamento;Resfriamento;Saida Y1 - Ventiladores EC;Temp entrada glicol;Temp ref;Temp retorno ar;Temperatuda espeto;Umidade relativa da camara;Peso atual;DT Atual;DT ref;Cap Atual Valvula;Temp retorno ar M1A08;Temp Insuf de ar M1A08;" ";
2026-06-10 00:00:00.0;OFF;ON;100;-3,50;-4;1,20;14,50;93,70;106,90;4,70;9,50;100;1;-0,30;
2026-06-10 00:01:00.0;OFF;ON;100;-3,70;-4;1,10;14,40;93,70;106,90;4,80;9,50;99,10;1;-0,30;
2026-06-10 00:02:00.0;OFF;ON;100;-3,70;-4;1,10;14,40;93,70;106,90;4,90;9,50;98,80;1;-0,30;
2026-06-10 00:03:00.0;OFF;ON;100;-3,50;-4;1,10;14,40;93,80;106,90;4,70;9,50;100;1;-0,30;
2026-06-10 00:04:00.0;OFF;ON;100;-3,70;-4;1,10;14,40;93,90;106,90;4,80;9,50;99,40;1;-0,30;
2026-06-10 00:05:00.0;OFF;ON;100;-3,50;-4;1,10;14,30;93,70;106,90;4,60;9,50;100;1;-0,30;
2026-06-10 00:06:00.0;OFF;ON;100;-3,60;-4;1,10;14,30;93,80;106,80;4,70;9,50;99,50;1;-0,30;
2026-06-10 00:07:00.0;OFF;ON;100;-3,50;-4;1,10;14,30;93,80;106,90;4,60;9,50;100;0,90;-0,30;
2026-06-10 00:08:00.0;OFF;ON;100;-3,60;-4;1,10;14,20;93,80;106,90;4,70;9,50;99,30;0,90;-0,30;
2026-06-10 00:09:00.0;OFF;ON;100;-3,60;-4;1,10;14,20;93,80;106,80;4,70;9,50;99,50;0,90;-0,30;
2026-06-10 00:10:00.0;OFF;ON;100;-3,60;-4;1,10;14,20;93,70;106,80;4,70;9,50;99,50;0,90;-0,30;
2026-06-10 00:11:00.0;OFF;ON;100;-3,70;-4;1,10;14,20;93,80;106,80;4,70;9,50;99,40;0,90;-0,30;
2026-06-10 00:12:00.0;OFF;ON;100;-3,60;-4;1;14,10;93,70;106,90;4,70;9,50;99,50;0,90;-0,30;
2026-06-10 00:13:00.0;OFF;ON;100;-3,60;-4;1;14,10;93,70;106,80;4,60;9,50;99,60;0,90;-0,30;
