CamCarcacas2;
2026-07-27 00:00;2026-07-28 00:00;
12144 Frigorífico Thoms;
ayron.costa;
" ";CPCO 51 - Câmara de carcaças - Controle de temperatura 1;CPCO 51 - Câmara de carcaças - Controle de temperatura 1;CPCO 51 - Câmara de carcaças - Controle de temperatura 1;CPCO 51 - Câmara de carcaças - Controle de temperatura 1;CPCO 51 - Câmara de carcaças - Controle de temperatura 1;CPCO 51 - Câmara de carcaças - Controle de temperatura 1;CPCO 52 - Câmara de carcaças - Controle de temperatura 2;CPCO 52 - Câmara de carcaças - Controle de temperatura 2;CPCO 53 - Balança;CPCO 51 - Câmara de carcaças - Controle de temperatura 1;CPCO 51 - Câmara de carcaças - Controle de temperatura 1;CPCO 51 - Câmara de carcaças - Controle de temperatura 1;CPCO 51 - Câmara de carcaças - Controle de temperatura 1;CPCO 54 - Câmara de carcaças - Controle de temperatura 3;
" ";Carregamento;Resfriamento;Saida Y1 - Ventiladores EC;Temp entrada glicol;Temp ref;Temp retorno ar;Temperatuda espeto;Umidade relativa da camara;Peso atual;DT Atual;DT ref;Cap Atual Valvula;Temp retorno ar M1A08;Temp Insuf de ar M1A08;" ";
2026-07-27 00:00:00.0;OFF;ON;50;1,50;1,60;1,60;-1,30;98,30;89,40;0;6;63,70;1,40;1,70;
2026-07-27 00:01:00.0;OFF;ON;50;1,60;1,60;1,60;-1,30;98,30;89,40;0;6;63,60;1,40;1,70;
2026-07-27 00:02:00.0;OFF;ON;50;1,50;1,60;1,60;-1,30;98,30;89,40;0,10;6;63,50;1,40;1,70;
2026-07-27 00:03:00.0;OFF;ON;50;1,60;1,60;1,60;-1,30;98,30;89,40;0;6;63,50;1,40;1,70;
2026-07-27 00:04:00.0;OFF;ON;50;1,60;1,60;1,60;-1,30;98,30;89,40;0;6;63,60;1,40;1,70;
2026-07-27 00:05:00.0;OFF;ON;50;1,50;1,60;1,60;-1,30;98,30;89,40;0,10;6;63,60;1,40;1,70;
2026-07-27 00:06:00.0;OFF;ON;50;1,70;1,60;1,60;-1,30;98,30;89,40;-0,10;6;64,10;1,40;1,70;
2026-07-27 00:07:00.0;OFF;ON;50;1,50;1,60;1,60;-1,30;98,30;89,40;0;6;63,40;1,40;1,70;
2026-07-27 00:08:00.0;OFF;ON;50;1,60;1,60;1,60;-1,30;98,30;89,40;0;6;64;1,40;1,70;
2026-07-27 00:09:00.0;OFF;ON;50;1,60;1,60;1,60;-1,30;98,30;89,40;0;6;63,50;1,40;1,70;
